Id,SalePrice
1461,123295.671875
1462,156650.046875
1463,180651.859375
1464,189269.625
1465,179122.40625
1466,170705.984375
1467,169473.796875
1468,164211.625
1469,180740.984375
1470,132719.890625
1471,200423.640625
1472,94608.765625
1473,93515.2421875
1474,155640.53125
1475,133047.53125
1476,404699.8125
1477,260570.6875
1478,315298.78125
1479,245554.640625
1480,483066.5
1481,305345.875
1482,203206.359375
1483,167083.21875
1484,169753.59375
1485,169411.703125
1486,202536.359375
1487,328139.84375
1488,241276.375
1489,214901.703125
1490,239572.40625
1491,191173.484375
1492,94739.4765625
1493,181710.4375
1494,288553.0625
1495,291187.53125
1496,252448.109375
1497,190496.734375
1498,160045.34375
1499,160161.9375
1500,151894.109375
1501,175564.171875
1502,160404.15625
1503,274801.875
1504,232297.328125
1505,225910.96875
1506,186155.46875
1507,232271.46875
1508,188666.03125
1509,165542.984375
1510,148495.359375
1511,149063.59375
1512,176179.484375
1513,140344.03125
1514,188749.515625
1515,179224.84375
1516,152341.046875
1517,153215.296875
1518,137962.25
1519,228004.53125
1520,135254.25
1521,137304.703125
1522,161618.78125
1523,113867.90625
1524,120551.2109375
1525,123463.4609375
1526,122323.2109375
1527,102202.390625
1528,132250.71875
1529,137828.640625
1530,174640.640625
1531,112151.9375
1532,108433.28125
1533,152070.34375
1534,122305.0546875
1535,164681.265625
1536,117677.078125
1537,66050.8203125
1538,184427.171875
1539,212013.921875
1540,102931.546875
1541,130886.03125
1542,135547.390625
1543,232810.5
1544,86757.3984375
1545,100041.6640625
1546,120779.9765625
1547,137699.046875
1548,127972.0
1549,114880.3828125
1550,136881.90625
1551,114180.3828125
1552,125624.5234375
1553,148612.515625
1554,102123.59375
1555,160780.515625
1556,80533.859375
1557,104022.6640625
1558,88436.8359375
1559,88569.140625
1560,146910.28125
1561,153007.015625
1562,124318.0
1563,122339.65625
1564,164033.984375
1565,148579.03125
1566,231570.5625
1567,64642.94140625
1568,237023.125
1569,151730.78125
1570,124162.7265625
1571,138021.875
1572,150543.40625
1573,249195.375
1574,116909.8046875
1575,207365.796875
1576,227278.9375
1577,201323.453125
1578,145326.671875
1579,157051.015625
1580,192398.546875
1581,156096.015625
1582,125998.453125
1583,309064.65625
1584,226017.953125
1585,142499.640625
1586,70743.0078125
1587,90301.3984375
1588,147031.234375
1589,88774.5390625
1590,130755.8359375
1591,99061.1875
1592,122029.171875
1593,126477.28125
1594,118928.3828125
1595,119380.0234375
1596,246994.078125
1597,206418.09375
1598,201548.734375
1599,187149.640625
1600,176186.484375
1601,80042.8125
1602,99676.609375
1603,77433.5
1604,279788.65625
1605,248772.515625
1606,167892.515625
1607,162685.546875
1608,208415.484375
1609,199228.71875
1610,155557.671875
1611,144893.015625
1612,173069.96875
1613,159704.53125
1614,129171.3359375
1615,91190.6953125
1616,72095.125
1617,91789.4296875
1618,124490.7265625
1619,139329.75
1620,162622.53125
1621,125483.03125
1622,142735.5
1623,284827.6875
1624,210323.578125
1625,126752.265625
1626,163437.921875
1627,186848.890625
1628,277556.1875
1629,178670.84375
1630,396006.25
1631,219789.140625
1632,257579.0
1633,170456.25
1634,184562.390625
1635,179753.390625
1636,154921.890625
1637,181117.875
1638,199304.0625
1639,174393.390625
1640,247974.453125
1641,181849.375
1642,224199.90625
1643,224270.84375
1644,232891.609375
1645,196065.71875
1646,151398.0625
1647,169705.546875
1648,132103.53125
1649,135427.25
1650,118063.0
1651,121899.625
1652,98086.1640625
1653,95748.234375
1654,156772.15625
1655,152088.15625
1656,150340.65625
1657,156617.359375
1658,154945.203125
1659,142841.359375
1660,151057.359375
1661,487280.1875
1662,421935.15625
1663,365360.5625
1664,470607.0625
1665,326014.5
1666,308801.5
1667,360554.71875
1668,334994.78125
1669,318113.0625
1670,353710.71875
1671,267532.4375
1672,492810.15625
1673,294410.34375
1674,252971.359375
1675,185209.96875
1676,187947.8125
1677,211228.25
1678,470254.8125
1679,404210.8125
1680,331254.84375
1681,292008.9375
1682,307942.09375
1683,180240.1875
1684,174806.921875
1685,173166.40625
1686,173787.390625
1687,165812.0
1688,180570.5625
1689,188237.34375
1690,185481.109375
1691,172068.90625
1692,260654.59375
1693,165992.046875
1694,181298.046875
1695,160295.0625
1696,278196.90625
1697,161120.640625
1698,346762.4375
1699,337987.46875
1700,242660.96875
1701,271500.375
1702,246269.359375
1703,256331.640625
1704,278888.4375
1705,241433.921875
1706,474656.5
1707,220712.703125
1708,210675.625
1709,290418.59375
1710,220621.59375
1711,270062.75
1712,242159.140625
1713,253993.984375
1714,225720.15625
1715,204814.796875
1716,168570.84375
1717,168180.59375
1718,131200.796875
1719,207192.125
1720,244610.75
1721,169634.8125
1722,127869.6328125
1723,155155.015625
1724,220033.671875
1725,243214.296875
1726,181570.390625
1727,160569.5625
1728,180208.359375
1729,157587.75
1730,171631.125
1731,116840.703125
1732,128608.1015625
1733,124635.1953125
1734,125663.921875
1735,133188.234375
1736,111462.21875
1737,334545.15625
1738,219043.453125
1739,264522.71875
1740,210376.71875
1741,182954.515625
1742,176816.859375
1743,173450.796875
1744,319247.09375
1745,214950.0
1746,208347.1875
1747,216550.5625
1748,209519.515625
1749,156052.28125
1750,131034.125
1751,241411.6875
1752,121553.0
1753,142475.578125
1754,204002.625
1755,166063.21875
1756,126100.5234375
1757,118083.2890625
1758,149969.5
1759,161087.390625
1760,165773.0
1761,130852.984375
1762,177265.5
1763,184523.09375
1764,114279.625
1765,162725.328125
1766,168958.546875
1767,221415.984375
1768,139770.671875
1769,176440.109375
1770,142173.5
1771,125565.09375
1772,137186.84375
1773,124184.2265625
1774,136014.046875
1775,131184.34375
1776,117494.9765625
1777,115040.125
1778,137092.625
1779,121236.421875
1780,176940.953125
1781,134026.96875
1782,91944.7734375
1783,126389.3984375
1784,104623.1796875
1785,117706.7734375
1786,136330.359375
1787,171864.03125
1788,55981.62109375
1789,97880.625
1790,84446.640625
1791,187894.3125
1792,156032.53125
1793,126652.3046875
1794,140167.25
1795,124148.1640625
1796,121719.0625
1797,114825.390625
1798,123880.03125
1799,113480.0
1800,124214.3515625
1801,128719.96875
1802,139471.703125
1803,149707.375
1804,142446.453125
1805,135258.9375
1806,108246.5859375
1807,135845.40625
1808,120971.796875
1809,120442.578125
1810,148906.796875
1811,110744.34375
1812,97222.9296875
1813,122438.8125
1814,92444.2265625
1815,51884.12109375
1816,91177.1171875
1817,108768.328125
1818,138116.234375
1819,112034.921875
1820,64587.4921875
1821,112069.75
1822,137426.640625
1823,34852.6796875
1824,148584.75
1825,129345.921875
1826,102557.4140625
1827,107253.28125
1828,136003.234375
1829,111216.578125
1830,135452.328125
1831,171719.875
1832,87017.296875
1833,143687.046875
1834,115083.6640625
1835,160354.640625
