Id,SalePrice
1461,126346.46875
1462,150480.296875
1463,181640.96875
1464,179851.5
1465,207795.671875
1466,177173.96875
1467,176400.84375
1468,163082.890625
1469,177260.46875
1470,125290.1328125
1471,194547.5625
1472,93861.6875
1473,97826.625
1474,149179.3125
1475,137628.953125
1476,395814.75
1477,258080.296875
1478,298128.03125
1479,281063.75
1480,475581.8125
1481,344808.53125
1482,217398.53125
1483,170782.5
1484,176413.734375
1485,169251.96875
1486,201833.390625
1487,394913.28125
1488,235861.796875
1489,204516.109375
1490,210431.734375
1491,194687.75
1492,90055.8671875
1493,188600.265625
1494,293138.15625
1495,302571.09375
1496,230917.375
1497,182198.890625
1498,156888.1875
1499,158439.90625
1500,147952.390625
1501,167072.609375
1502,150442.390625
1503,281704.5625
1504,227764.203125
1505,215255.25
1506,190874.90625
1507,225784.5
1508,206050.484375
1509,166164.84375
1510,143967.453125
1511,144098.546875
1512,172441.125
1513,142651.28125
1514,176201.734375
1515,193659.046875
1516,157943.53125
1517,161121.8125
1518,134296.640625
1519,228283.890625
1520,136653.3125
1521,138429.296875
1522,172261.359375
1523,103178.828125
1524,123338.6875
1525,121783.7265625
1526,118989.9765625
1527,110929.2421875
1528,129824.890625
1529,149540.328125
1530,174413.09375
1531,92418.359375
1532,105331.1953125
1533,136714.734375
1534,120303.859375
1535,155682.21875
1536,114770.2421875
1537,85880.8671875
1538,176863.890625
1539,200126.0
1540,102983.1875
1541,139166.0
1542,136133.734375
1543,222785.28125
1544,75772.5078125
1545,112182.1875
1546,130645.046875
1547,139227.96875
1548,127189.4296875
1549,118193.0390625
1550,139098.71875
1551,121417.4140625
1552,125658.6171875
1553,152851.5
1554,107719.53125
1555,166057.078125
1556,90534.5703125
1557,110709.4296875
1558,96556.71875
1559,80115.328125
1560,144017.453125
1561,131673.59375
1562,128626.5859375
1563,119175.4296875
1564,171495.5
1565,143531.125
1566,234358.21875
1567,79708.4375
1568,221774.78125
1569,152352.0
1570,133925.703125
1571,128456.203125
1572,152790.6875
1573,282126.09375
1574,121840.1953125
1575,225876.640625
1576,216437.625
