Id,SalePrice
1461,126609.0234375
1462,161078.3125
1463,179252.453125
1464,192197.8125
1465,211088.078125
1466,181310.28125
1467,170768.171875
1468,166682.28125
1469,175603.234375
1470,112757.6796875
1471,190541.90625
1472,102056.234375
1473,93940.25
1474,139002.5
1475,140010.125
1476,407167.15625
1477,277235.6875
1478,301006.96875
1479,292377.5625
1480,442314.96875
1481,336032.21875
1482,225289.796875
1483,176375.21875
1484,161290.4375
1485,169102.609375
1486,201436.078125
1487,369067.21875
1488,247799.6875
1489,208645.328125
1490,193572.234375
1491,192036.109375
1492,91396.015625
1493,185675.90625
1494,276674.78125
1495,274061.6875
1496,199403.359375
1497,175025.21875
1498,153789.734375
1499,153333.34375
1500,139331.53125
1501,154692.671875
1502,146770.140625
1503,302243.75
1504,231837.09375
1505,213545.578125
1506,169620.796875
1507,217122.125
1508,192541.21875
1509,150825.015625
1510,138313.96875
1511,133084.859375
1512,155999.578125
1513,157125.09375
1514,158946.8125
1515,205119.671875
1516,163468.828125
1517,158264.59375
1518,127219.1015625
1519,221603.5
1520,125651.0390625
1521,133084.859375
1522,169091.984375
1523,110768.546875
1524,129969.8359375
1525,123226.84375
1526,120530.5703125
1527,102444.015625
1528,131349.28125
1529,137810.375
1530,162656.484375
1531,119647.375
1532,100383.8671875
1533,130941.0546875
1534,117397.3984375
1535,156322.171875
1536,113138.9375
1537,66227.546875
1538,185382.84375
1539,240290.828125
1540,96938.4921875
1541,138778.953125
1542,134355.015625
1543,210558.703125
1544,70765.140625
1545,111664.828125
1546,132942.578125
1547,132044.953125
1548,135517.0
1549,111418.7890625
1550,131469.09375
1551,111368.4453125
1552,126456.5234375
1553,160595.125
1554,109778.5390625
1555,189589.15625
1556,87489.8046875
1557,106012.8046875
1558,93609.96875
1559,94523.2109375
1560,118762.578125
1561,127507.8515625
1562,128486.53125
1563,120576.9375
1564,147752.828125
1565,147328.6875
1566,226386.1875
1567,66029.484375
1568,221186.171875
1569,156207.546875
1570,144843.265625
1571,144726.4375
1572,143749.953125
1573,256416.828125
1574,125266.6953125
1575,211028.375
1576,215940.625
1577,200040.703125
1578,143803.234375
1579,147725.515625
1580,191836.859375
1581,163415.15625
1582,123174.1484375
1583,305876.84375
1584,248345.09375
1585,140021.40625
1586,80481.3125
1587,118361.4140625
1588,143202.21875
1589,94919.703125
1590,139580.6875
1591,106418.4140625
1592,117300.7109375
1593,131366.421875
1594,158378.625
1595,113247.65625
1596,228286.0
1597,176336.375
1598,194841.78125
1599,185025.078125
1600,189944.234375
1601,72366.3203125
1602,119968.859375
1603,98668.09375
1604,247497.421875
1605,230354.328125
1606,164057.09375
1607,179329.21875
1608,213509.265625
1609,192809.734375
1610,163367.125
1611,155888.453125
1612,169786.34375
1613,169323.953125
1614,116516.8359375
1615,95203.9609375
1616,83886.5859375
1617,92353.390625
1618,124389.1953125
1619,148787.90625
1620,154606.140625
1621,143357.78125
1622,139660.59375
1623,277968.5
1624,196056.421875
1625,131534.890625
1626,158115.984375
1627,184575.46875
1628,268428.0625
1629,186179.703125
1630,360971.5
1631,239259.59375
1632,271929.875
1633,172839.34375
1634,176294.265625
1635,176820.640625
1636,161618.125
1637,177626.0
1638,207293.265625
1639,178468.6875
1640,288498.28125
1641,173669.890625
1642,212423.640625
1643,227521.171875
1644,228042.703125
1645,178727.609375
1646,150669.640625
1647,161439.875
1648,133231.734375
1649,135798.609375
1650,112083.78125
1651,122851.5546875
1652,97231.4140625
1653,102472.3359375
1654,140985.21875
1655,145288.078125
1656,133606.703125
1657,140985.21875
1658,135062.65625
1659,139347.828125
1660,153416.625
1661,429119.9375
1662,372406.6875
1663,394340.4375
1664,430361.3125
1665,343270.46875
1666,289115.625
1667,353035.75
1668,341346.0
1669,280968.84375
1670,354398.25
1671,250390.671875
1672,410040.03125
1673,307432.0
1674,256336.828125
1675,174247.546875
1676,172314.8125
1677,207492.734375
1678,413214.5625
1679,338561.03125
1680,378242.25
1681,314092.375
1682,284583.40625
1683,177285.71875
1684,178006.78125
1685,174644.9375
1686,170110.515625
1687,169028.328125
1688,186916.25
1689,193089.34375
1690,180638.734375
1691,172523.375
1692,251849.015625
1693,166280.9375
1694,178492.75
1695,174317.125
1696,256967.390625
1697,184310.484375
1698,371216.9375
1699,334861.0625
1700,243590.296875
1701,271790.8125
1702,287606.9375
1703,279027.25
1704,285720.40625
1705,250209.5
1706,394449.59375
1707,234035.140625
1708,211587.625
1709,308810.40625
1710,250848.578125
1711,218797.8125
1712,325642.5
1713,224802.96875
1714,210171.1875
1715,189264.9375
1716,206465.0
1717,175838.703125
1718,160765.4375
1719,214608.859375
1720,244817.5
1721,180003.515625
1722,151869.21875
1723,153736.25
1724,235814.015625
1725,246708.28125
1726,191299.78125
1727,167999.890625
1728,186254.8125
1729,160334.546875
1730,171282.625
1731,123324.4375
1732,121309.4140625
1733,118878.1640625
1734,126679.8515625
1735,126860.6875
1736,117425.3359375
1737,335390.03125
1738,218118.75
1739,336932.75
1740,229585.578125
1741,189308.84375
1742,154692.671875
1743,162164.625
1744,303708.34375
1745,244266.359375
1746,286098.25
1747,216525.53125
1748,234883.125
1749,143543.3125
1750,130885.53125
1751,250998.515625
1752,119329.296875
1753,143337.109375
1754,201352.1875
1755,158644.75
1756,128509.6171875
1757,123816.53125
1758,131675.859375
1759,178601.0625
1760,154096.53125
1761,147531.75
1762,163477.234375
1763,165035.84375
1764,116940.7578125
1765,152622.25
1766,169500.4375
1767,227391.046875
1768,141641.90625
1769,172874.078125
1770,144247.875
1771,127637.921875
1772,133363.296875
1773,138689.96875
1774,130445.5390625
1775,130839.7109375
1776,135599.140625
1777,110716.0859375
1778,130875.5
1779,127127.0703125
1780,176210.6875
1781,130118.109375
1782,97136.515625
1783,125653.296875
1784,98548.421875
1785,114863.109375
1786,133300.484375
1787,157769.3125
1788,63692.1328125
1789,97325.421875
1790,80946.5234375
1791,147563.453125
1792,155132.71875
1793,138827.328125
1794,135529.203125
1795,135937.75
1796,141896.34375
1797,111778.4921875
1798,126616.953125
1799,117212.953125
1800,130464.0
1801,124623.28125
1802,141935.078125
1803,156925.421875
1804,134593.046875
1805,140566.203125
1806,111829.359375
1807,119657.6953125
1808,124836.0546875
1809,125366.703125
1810,149349.6875
1811,104676.859375
1812,92826.4921875
1813,116790.671875
1814,91250.2421875
1815,53513.3046875
1816,111337.1171875
1817,102886.5
1818,136084.28125
1819,119315.0546875
1820,72966.90625
1821,125767.734375
1822,145793.4375
1823,54829.31640625
1824,146857.984375
1825,141041.375
1826,97313.6328125
1827,108574.765625
1828,146505.046875
1829,114483.265625
